Months_as_a_Customer	Number_of_Products	RFM_Score	Average_Balance_Feed_Index	Number_of_Transactions	Personal_Debt_to_Equity_Ratio	Months_Current_Account	Number_of_Loan_Accounts	Customer_ID	Has_Bad_Payment_Record	Members_Within_Household	Number_of_Call_Center_Contacts	Weeks_Since_Last_Offer	Accepted_Personal_Loan	Accepted_Retention	Accepted_Home_Equity_Loan	Accepted_Credit_Card	Annual_value	Interested_in_Personal_Loan	Interested_in_Retention	Interested_in_Home_Equity_Loan	Interested_in_Credit_Card
24	0	0	0	0	45	12	1	24279	0	1	9	27	F	T	F	T	100	F	F	F	F
24	0	0	0	0	38	14	1	24352	0	6	11	12	F	T	T	F	100	F	F	F	T
0	0	0	0	0	42	-6	0	24377	0	6	9	49	F	F	F	F	0	F	F	T	F
12	0	0	0	0	36	10	0	24461	0	3	9	42	F	F	F	F	0	F	F	F	T
12	0	0	0	0	36	10	1	24502	0	4	0	34	F	F	F	F	100	F	T	F	F
24	2	9	518	2	54	16	1	25011	0	3	7	6	T	F	F	F	160	F	F	F	F
36	7	14	549	7	34	25	0	25079	0	4	8	14	F	F	T	F	210	F	F	T	F
24	2	9	299	1	39	13	0	25145	0	1	9	5	F	F	F	F	60	F	F	F	F
0	0	0	0	0	25	-3	0	25163	0	2	10	21	F	F	F	F	0	F	F	F	F
0	0	0	0	0	42	-6	2	25206	0	3	11	22	F	F	F	F	200	F	F	F	F
48	2	8	13	1	64	37	0	25758	0	4	11	15	F	F	F	F	60	F	F	F	T
12	0	0	0	0	22	10	0	46109	0	2	8	2	F	F	F	F	0	F	F	F	F
0	0	0	0	0	40	-6	0	29443	0	1	10	22	F	F	F	F	0	F	F	F	F
48	0	0	0	0	42	37	0	29523	0	6	11	49	F	F	F	F	0	F	F	F	F
12	4	13	110	3	46	10	0	29557	0	5	10	44	F	F	F	T	120	F	F	F	F
36	0	0	0	0	28	34	2	46168	0	1	11	14	F	T	F	F	200	F	F	F	F
36	4	11	120	1	37	24	2	38829	0	1	0	27	F	F	F	F	320	F	T	F	F
12	4	9	170	1	24	10	2	38989	0	1	0	32	F	F	F	F	320	T	F	F	F
12	0	0	0	0	15	7	1	39040	0	4	10	13	F	F	T	F	100	F	T	F	T
24	4	11	308	3	23	18	0	39012	0	4	9	46	T	F	F	F	120	F	F	T	F
36	0	0	0	0	38	32	1	39063	0	6	0	44	T	F	F	F	100	F	F	F	F
0	0	0	0	0	20	-1	4	39146	0	3	9	13	F	F	F	F	400	F	F	F	F
48	0	0	0	0	49	40	1	39302	0	4	9	28	F	F	F	F	100	F	F	F	F
36	0	0	0	0	40	26	1	39459	0	4	10	16	F	F	F	T	100	T	F	F	F
48	2	9	99	1	26	39	3	39484	0	6	9	51	F	F	F	F	360	F	T	F	F
36	0	0	0	0	41	34	1	39536	0	5	11	6	F	F	T	F	100	F	T	T	F
0	0	0	0	0	49	-6	0	39396	0	2	0	34	T	F	F	F	0	F	F	F	F
36	3	9	129	1	71	34	1	39523	0	6	10	26	F	F	F	T	190	F	F	F	F
0	0	0	0	0	47	-6	5	39729	0	4	11	23	F	F	F	F	500	F	T	F	F
48	0	0	0	0	50	40	0	39923	0	7	8	9	F	F	F	F	0	F	F	F	F
36	0	0	0	0	41	24	0	39399	0	1	10	1	F	F	F	F	0	F	F	F	F
12	0	0	0	0	38	7	0	40138	0	4	9	28	F	F	F	T	0	F	F	F	F
12	2	9	109	1	39	10	2	40024	0	2	11	34	F	F	F	F	260	F	F	F	F
36	0	0	0	0	30	26	0	40025	0	3	11	1	T	F	F	F	0	F	F	F	F
12	0	0	0	0	39	8	2	39681	0	2	8	33	F	F	F	F	200	F	F	F	F
24	0	0	0	0	24	17	0	39697	0	3	11	12	F	F	F	F	0	F	F	F	T
24	1	13	249	1	35	17	1	39781	0	2	11	7	F	F	F	F	130	F	F	F	F
48	0	0	0	0	47	35	0	40222	0	1	11	33	F	T	F	F	0	F	F	F	F
24	14	15	499	5	30	13	0	40345	0	4	10	22	F	F	F	F	420	F	F	F	F
0	1	0	0	0	49	-1	1	40275	0	7	11	4	F	T	F	F	130	F	T	F	F
24	3	9	324	2	33	21	1	40377	0	2	11	21	F	T	F	F	190	F	F	T	F
24	3	11	339	1	34	17	1	40488	0	3	6	5	F	F	T	F	190	F	F	F	F
24	4	8	79	2	28	17	2	40558	0	6	10	40	F	F	F	F	320	F	T	F	F
36	2	9	69	1	46	24	1	40575	0	7	10	45	F	F	F	F	160	F	T	T	F
36	0	0	0	0	37	30	4	40610	0	2	9	3	T	F	T	F	400	F	F	F	F
36	0	0	0	0	32	23	0	40640	0	2	9	22	F	F	T	F	0	T	F	F	T
0	0	0	0	0	20	-5	0	40654	0	1	8	29	F	F	F	F	0	F	F	F	F
0	0	0	0	0	38	-1	2	40713	0	6	11	51	F	F	F	F	200	F	F	F	F
12	0	0	0	0	31	5	5	40767	0	5	7	19	T	F	F	T	500	F	F	F	F
48	1	7	150	1	34	37	1	40769	0	1	9	25	F	F	F	F	130	F	F	F	F
36	36	31	610	24	40	23	1	29768	0	3	0	47	T	F	F	T	1180	F	F	F	F
24	0	0	0	0	25	16	3	30284	0	5	10	43	F	F	F	F	300	F	F	F	F
24	0	0	0	0	26	22	3	30345	0	5	11	40	F	T	F	F	300	F	T	F	F
0	0	0	0	0	64	-2	0	31204	0	3	10	27	F	F	F	F	0	F	F	F	T
48	2	13	329	1	40	36	0	46316	0	5	10	45	F	F	F	F	60	F	F	F	F
12	0	0	0	0	40	10	0	40831	0	2	8	25	F	F	F	T	0	F	T	F	F
36	3	10	349	1	33	24	3	46202	0	3	0	12	F	F	F	F	390	F	F	F	T
36	0	0	0	0	44	23	2	46322	0	3	10	47	F	F	F	F	200	F	T	F	F
36	0	0	0	0	28	28	0	46485	0	5	10	9	F	F	T	F	0	F	F	F	F
24	0	0	0	0	38	16	7	46538	0	1	10	39	F	T	F	F	700	F	F	F	F
36	31	17	649	10	39	26	1	46690	0	1	10	6	T	T	F	F	1030	F	F	T	F
0	0	0	0	0	21	-5	2	46797	0	3	10	33	F	F	F	F	200	F	T	F	T
48	4	12	299	1	29	36	1	46800	0	3	8	34	F	F	F	F	220	F	T	F	F
12	0	0	0	0	34	5	0	47067	0	5	11	1	F	F	F	F	0	F	T	F	F
36	3	10	199	1	36	24	0	47113	0	2	11	21	F	F	F	F	90	F	F	F	F
24	3	8	99	1	27	20	1	47224	0	3	8	33	F	T	F	F	190	F	F	F	F
36	3	8	159	1	42	35	1	47301	0	2	11	45	F	F	F	F	190	F	F	F	F
0	0	0	0	0	32	-6	1	47453	0	1	8	41	F	F	F	F	100	T	F	F	F
36	0	0	0	0	34	24	1	47671	0	5	10	18	T	T	F	F	100	F	F	F	F
48	0	0	0	0	31	40	1	47776	0	3	10	23	F	F	F	F	100	F	F	F	F
48	0	0	0	0	31	36	1	58451	0	3	10	45	F	F	F	F	100	F	T	F	F
24	0	0	0	0	45	18	2	58516	0	2	7	32	F	T	F	F	200	F	T	F	F
12	3	8	89	1	20	7	2	58549	0	1	9	26	F	F	F	F	290	F	F	F	F
24	5	12	164	3	59	17	0	58488	0	6	10	10	F	F	F	F	150	F	F	F	F
12	2	9	129	2	33	5	2	58513	0	1	0	18	F	F	F	F	260	F	F	F	F
24	0	0	0	0	73	21	0	34796	0	2	11	36	F	F	T	F	0	F	F	F	F
0	0	0	0	0	30	-4	1	34914	0	1	11	42	T	F	F	F	100	F	T	F	F
36	3	10	128	2	35	33	0	35005	0	4	8	21	F	F	F	F	90	F	F	F	F
12	0	0	0	0	30	10	0	35025	0	6	10	23	F	T	F	F	0	F	F	F	F
12	5	10	306	3	34	8	1	35273	0	4	0	5	F	F	T	T	250	F	F	F	F
12	46	32	463	25	45	9	3	35441	0	2	0	24	F	F	F	T	1680	F	F	T	F
36	0	0	0	0	47	30	1	35543	0	6	6	24	F	F	F	F	100	F	F	F	F
48	0	0	0	0	48	40	1	35598	0	4	9	51	F	F	F	F	100	F	F	F	F
0	0	0	0	0	34	-1	1	35625	0	3	0	45	F	F	F	F	100	F	F	F	T
24	2	9	219	1	49	15	2	36077	0	6	10	37	F	F	F	T	260	F	T	F	F
12	0	0	0	0	26	5	2	36100	0	4	0	15	F	F	F	F	200	F	F	F	F
24	3	8	269	1	37	20	1	36270	0	5	9	43	F	T	F	F	190	F	F	F	F
48	2	9	168	2	29	39	3	36368	0	6	8	24	T	T	F	F	360	F	F	F	F
12	0	0	0	0	44	7	0	36402	0	3	11	27	F	F	F	F	0	F	F	F	F
24	0	0	0	0	42	18	2	36445	0	4	0	25	T	T	F	F	200	F	F	T	F
12	5	11	117	3	23	5	1	36459	0	4	9	9	F	F	F	F	250	F	F	F	F
0	0	0	0	0	21	-4	0	36495	0	2	7	23	T	F	F	F	0	F	F	F	F
0	0	0	0	0	36	-3	3	36763	0	4	11	37	F	T	T	T	300	F	F	F	F
0	1	0	0	0	46	-5	1	40644	0	2	0	10	F	T	F	F	130	F	F	F	F
24	0	0	0	0	42	16	0	40778	0	1	0	42	F	F	F	F	0	F	T	F	T
24	3	13	340	2	38	13	0	40794	0	4	8	19	F	F	F	T	90	F	F	F	F
24	0	0	0	0	42	22	1	58722	0	1	9	26	F	F	T	F	100	F	F	F	F
36	1	10	449	1	43	24	1	58747	0	4	9	34	F	F	F	F	130	F	F	F	F
24	0	0	0	0	28	15	0	58902	0	4	7	48	F	F	F	F	0	F	F	T	F
12	0	0	0	0	20	5	1	59170	0	6	10	14	F	F	F	F	100	F	F	F	F
36	0	0	0	0	41	26	0	46477	0	4	9	45	F	F	F	T	0	F	F	T	F
36	0	0	0	0	30	28	3	59263	0	3	10	28	F	F	F	F	300	F	F	F	F
24	0	0	0	0	36	12	0	59235	0	3	0	8	T	T	F	T	0	F	F	F	F
36	1	9	74	1	52	34	1	59250	0	2	7	50	F	F	T	F	130	F	T	F	F
24	0	0	0	0	42	17	1	46793	0	1	0	26	F	F	F	T	100	F	F	F	F
24	0	0	0	0	52	14	0	59497	0	6	8	27	F	F	F	F	0	F	F	F	F
0	2	0	0	0	36	-1	4	59531	0	3	10	7	F	F	F	F	460	F	F	F	F
36	0	0	0	0	59	33	2	59503	0	2	10	12	F	F	F	F	200	F	F	F	F
12	0	0	0	0	41	5	0	59587	0	1	7	51	F	T	F	F	0	F	F	F	F
12	1	12	89	1	40	5	7	59635	0	5	0	45	F	F	F	F	730	F	F	F	F
0	0	0	0	0	48	-6	0	59637	0	4	10	36	T	F	F	F	0	F	F	T	F
24	0	0	0	0	37	16	0	59851	0	2	0	38	F	F	F	F	0	F	F	F	F
36	0	0	0	0	37	30	0	59908	0	5	11	41	F	F	F	F	0	F	F	T	F
36	0	0	0	0	29	25	2	47161	0	5	10	22	F	F	F	F	200	F	F	F	F
24	2	8	299	1	38	22	2	60092	0	2	10	1	F	F	F	F	260	F	F	F	F
36	4	12	124	1	43	33	0	47393	0	6	0	12	F	F	F	T	120	F	F	F	F
12	2	8	199	1	36	6	1	47513	0	2	9	4	F	F	F	F	160	F	F	F	F
0	0	0	0	0	18	-4	4	47545	0	6	9	43	F	F	F	F	400	F	F	F	F
24	8	15	405	8	36	14	3	58557	0	1	8	23	F	F	F	F	540	F	F	F	F
12	0	0	0	0	32	5	1	58592	0	3	11	47	F	F	F	F	100	F	F	F	T
12	2	12	299	1	31	7	2	58775	0	6	10	42	F	F	F	T	260	F	F	F	F
48	0	0	0	0	26	39	0	60120	0	3	11	10	F	F	F	F	0	F	F	F	F
24	0	0	0	0	36	21	1	58861	0	6	0	22	F	F	F	F	100	F	F	T	F
36	35	25	497	18	39	30	0	59078	0	1	11	8	F	F	F	F	1050	F	F	F	F
12	47	32	970	25	31	6	1	59192	0	4	8	47	F	F	F	F	1510	F	F	F	F
0	0	0	0	0	36	-3	3	59211	0	5	8	38	F	F	F	F	300	F	F	F	F
48	1	8	119	1	29	37	1	60540	0	2	10	41	F	F	F	F	130	F	F	F	F
0	1	0	0	0	40	-3	1	60672	0	2	9	29	F	F	F	F	130	F	F	F	F
36	0	0	0	0	19	28	4	26276	0	1	10	25	F	F	F	F	400	F	F	T	F
0	0	0	0	0	37	-2	1	59694	0	6	10	10	F	F	F	F	100	F	T	F	F
24	2	8	129	1	33	21	3	60029	0	1	8	42	F	F	F	F	360	F	F	F	F
12	0	0	0	0	34	8	0	60230	0	4	7	14	T	F	F	F	0	F	F	F	T
36	5	11	258	2	47	26	0	60413	0	6	0	3	F	F	F	F	150	F	F	F	F
12	0	0	0	0	18	0	0	60697	0	1	7	36	F	F	F	T	0	T	F	F	F
36	0	0	0	0	25	25	0	26526	0	3	6	25	F	F	F	F	0	F	T	F	F
36	0	0	0	0	46	31	1	37202	0	5	6	29	F	F	F	T	100	F	F	F	T
24	0	0	0	0	57	21	1	37329	0	5	11	37	F	F	F	T	100	F	F	F	F
24	0	0	0	0	47	20	4	37415	0	4	11	11	F	F	F	T	400	F	F	F	F
24	25	9	349	1	24	23	0	37454	0	5	10	16	T	F	F	F	750	F	F	F	F
36	8	12	676	4	29	24	2	37488	0	3	9	14	F	F	F	F	440	T	F	F	T
36	0	0	0	0	33	30	0	37806	0	4	0	24	F	F	F	F	0	F	F	F	T
36	0	0	0	0	52	30	1	37974	0	3	9	52	F	F	F	F	100	F	T	F	F
24	0	0	0	0	37	18	2	38047	0	6	0	48	F	F	F	F	200	F	F	F	F
36	0	0	0	0	29	28	1	38222	0	1	9	52	T	F	T	F	100	F	F	F	F
36	0	0	0	0	36	35	0	38490	0	4	0	31	F	F	F	F	0	T	F	F	F
48	0	0	0	0	32	36	2	38615	0	3	0	41	F	F	F	F	200	F	F	F	F
48	4	10	238	2	62	39	0	38751	0	7	9	10	F	F	F	F	120	F	F	F	T
24	0	0	0	0	48	23	0	60816	0	1	11	2	F	F	F	T	0	F	F	F	F
48	36	27	410	20	41	38	0	51516	0	1	0	1	F	F	F	F	1080	F	F	F	F
12	0	0	0	0	33	9	0	51600	0	6	0	5	F	F	F	F	0	F	F	F	F
12	1	11	94	1	34	8	2	51609	0	3	7	41	F	F	T	F	230	F	F	T	F
24	0	0	0	0	37	22	3	51679	0	3	8	46	F	F	F	F	300	F	F	F	F
24	2	11	89	1	25	14	0	51684	0	6	10	24	T	F	F	F	60	F	F	F	F
48	0	0	0	0	31	37	2	51727	0	4	8	40	F	F	F	F	200	F	F	F	T
48	4	9	189	2	50	38	2	51608	0	4	7	31	F	F	F	T	320	F	T	F	F
24	0	0	0	0	49	12	0	51689	0	6	9	17	F	F	F	F	0	F	F	F	T
24	2	9	124	1	38	19	0	51631	0	3	0	35	F	F	F	F	60	F	F	F	F
36	0	0	0	0	37	28	0	51843	0	2	2	34	F	F	F	F	0	F	F	F	F
12	0	0	0	0	52	6	0	51884	0	5	9	41	F	F	F	F	0	F	F	F	F
36	4	13	179	1	49	33	2	51822	0	2	10	5	F	F	F	F	320	F	F	T	F
24	3	9	100	1	38	19	1	51875	0	2	10	36	F	F	F	F	190	F	T	F	F
24	0	0	0	0	36	16	1	52004	0	4	0	1	F	F	F	F	100	F	F	T	F
48	0	0	0	0	19	41	0	52027	0	4	10	50	F	F	F	F	0	F	F	F	F
48	0	0	0	0	53	39	3	52120	0	5	0	39	F	F	T	F	300	F	F	F	F
24	0	0	0	0	34	22	1	52092	0	6	8	26	F	F	F	F	100	F	F	F	F
36	0	0	0	0	46	31	1	52156	0	5	8	32	F	F	F	F	100	F	F	F	F
24	0	0	0	0	46	17	2	52198	0	3	10	10	F	F	F	F	200	F	F	F	F
36	5	11	188	3	67	35	1	52233	0	3	8	6	F	F	F	F	250	F	F	F	F
24	2	9	279	1	34	19	7	52240	0	1	10	24	F	F	F	F	760	F	F	F	F
12	0	0	0	0	76	5	1	52400	0	2	7	25	T	F	F	F	100	F	F	F	F
0	0	0	0	0	33	-5	0	52467	0	5	0	5	F	F	T	F	0	F	F	F	F
36	0	0	0	0	49	35	1	52425	0	3	7	51	F	T	F	F	100	F	F	F	F
24	4	10	129	1	38	19	0	52583	0	4	11	29	F	F	F	F	120	F	F	F	F
36	0	0	0	0	39	29	0	52601	0	5	10	38	F	F	T	T	0	F	F	F	F
12	0	0	0	0	50	6	1	52661	0	5	10	23	T	F	F	F	100	F	F	F	F
0	0	0	0	0	34	-6	0	52820	0	5	10	19	T	F	F	F	0	F	F	F	F
48	5	9	258	2	43	38	0	52995	0	6	9	50	F	T	T	F	150	F	F	F	F
24	0	0	0	0	80	12	0	53069	0	7	6	13	F	F	F	T	0	F	F	T	F
24	0	0	0	0	43	14	0	63781	0	5	9	26	F	F	F	F	0	F	F	F	F
48	0	0	0	0	30	35	1	63813	0	5	8	27	F	F	T	F	100	F	F	T	F
36	4	10	149	1	50	28	0	63880	0	6	0	41	F	F	F	F	120	F	F	F	F
48	0	0	0	0	57	36	0	64031	0	3	7	16	T	F	T	T	0	F	F	T	F
24	0	0	0	0	51	17	0	63829	0	3	1	41	F	F	F	F	0	F	F	F	F
24	38	24	178	18	32	20	1	64095	0	4	9	5	T	F	F	F	1240	F	T	F	F
36	3	8	59	2	42	31	1	64129	0	3	10	4	T	F	F	F	190	F	F	F	F
48	4	9	36	2	43	37	0	42518	0	6	11	5	F	F	F	F	120	F	F	F	F
24	0	0	0	0	29	13	2	42863	0	6	8	21	F	F	F	F	200	F	F	F	F
24	2	10	178	2	50	13	0	43161	0	5	11	13	F	F	F	T	60	F	F	F	T
36	3	10	248	2	63	27	0	43279	0	7	11	15	F	F	F	F	90	F	F	F	F
36	3	7	99	1	40	28	0	43613	0	5	11	13	F	F	F	F	90	F	T	F	F
48	3	8	69	1	39	35	0	43620	0	4	10	40	F	F	F	F	90	F	F	T	F
12	5	12	312	3	38	5	1	43806	0	5	6	26	F	F	F	F	250	F	F	F	F
0	0	0	0	0	58	-3	0	43831	0	2	1	18	F	F	F	F	0	F	T	F	F
24	2	11	59	1	65	20	0	43899	0	2	11	36	T	F	F	F	60	F	T	F	F
36	4	8	129	1	62	34	0	43956	0	2	0	7	T	F	F	F	120	F	F	F	F
36	0	0	0	0	37	30	1	43981	0	5	7	43	F	F	F	F	100	F	T	F	F
24	0	0	0	0	31	22	0	63974	0	2	11	33	F	T	F	F	0	F	T	F	F
24	0	0	0	0	34	13	0	36870	0	4	11	23	F	F	F	F	0	F	F	F	F
48	0	0	0	0	41	40	3	36929	0	4	9	19	F	F	F	F	300	F	F	F	F
24	0	0	0	0	32	15	1	40931	0	6	0	30	F	F	F	F	100	F	F	F	F
36	0	0	0	0	37	28	1	64131	0	3	10	1	F	T	T	T	100	F	F	F	F
36	4	9	179	2	44	25	0	64134	0	6	0	23	F	F	F	F	120	F	F	F	F
0	0	0	0	0	36	-5	1	40918	0	3	10	20	F	F	F	F	100	F	F	F	F
24	0	0	0	0	34	17	2	40950	0	4	0	50	F	F	F	F	200	F	F	F	T
36	0	0	0	0	38	25	0	40960	0	4	0	50	F	F	F	F	0	F	F	F	T
0	0	0	0	0	40	-5	0	41060	0	3	8	7	F	F	F	F	0	F	F	F	F
0	0	0	0	0	61	-5	3	41095	0	2	10	52	F	F	F	T	300	F	F	T	F
36	3	9	35	1	52	31	1	41135	0	5	0	52	F	F	F	F	190	F	F	F	F
24	2	11	134	2	46	21	0	41159	0	7	9	26	F	F	F	F	60	F	F	F	F
24	0	0	0	0	69	19	0	41212	0	7	10	41	F	F	F	T	0	F	F	F	F
12	0	0	0	0	18	10	2	41229	0	3	8	31	F	F	T	F	200	F	T	F	F
0	0	0	0	0	40	-1	0	41277	0	4	10	22	F	F	F	F	0	T	F	F	F
48	0	0	0	0	53	36	0	41345	0	7	11	46	T	F	F	F	0	F	F	F	F
24	0	0	0	0	31	12	0	41333	0	5	9	46	F	T	F	F	0	T	F	T	F
12	0	0	0	0	39	8	0	41433	0	1	10	49	F	F	F	F	0	F	F	F	F
24	4	8	232	2	27	13	2	41467	0	4	0	1	F	F	T	T	320	F	F	F	F
24	4	11	169	3	37	11	0	41286	0	1	10	25	F	F	F	F	120	F	F	T	F
24	7	10	1208	2	42	20	0	41353	0	2	11	50	F	F	F	F	210	F	F	F	F
48	0	0	0	0	36	39	0	41368	0	2	9	19	F	F	T	F	0	F	F	F	F
24	4	9	23	2	50	17	0	41517	0	2	8	14	F	F	T	F	120	F	F	F	F
36	31	18	508	10	20	30	0	41549	0	5	0	30	F	F	F	T	930	F	F	F	F
48	0	0	0	0	41	40	1	41688	0	1	10	44	F	F	F	F	100	F	F	F	T
0	0	0	0	0	39	-4	0	41824	0	5	9	38	F	F	F	F	0	F	F	F	T
12	3	13	124	1	49	7	2	41946	0	2	11	16	T	F	F	F	290	F	F	F	F
24	0	0	0	0	17	13	1	41705	0	6	10	26	F	T	F	F	100	F	F	F	F
36	3	12	318	2	14	24	0	41820	0	5	10	47	F	F	F	F	90	F	F	T	F
24	30	10	489	2	34	16	0	41854	0	6	9	12	F	F	F	F	900	T	F	F	F
48	0	0	0	0	30	37	7	41856	0	6	9	37	F	F	F	T	700	F	F	F	F
24	2	9	169	1	19	14	0	41992	0	4	11	36	F	F	F	F	60	F	F	F	T
48	0	0	0	0	15	37	1	42114	0	1	11	22	F	F	F	F	100	F	F	T	T
24	0	0	0	0	10	21	5	42213	0	3	11	3	F	T	T	F	500	F	F	F	F
24	0	0	0	0	32	20	1	42285	0	1	0	28	T	F	F	F	100	F	F	F	F
0	0	0	0	0	28	-4	3	42342	0	4	11	16	F	F	F	T	300	F	F	F	F
0	1	0	0	0	52	-4	2	42419	0	4	10	27	F	F	F	T	230	F	F	F	F
24	0	0	0	0	47	18	1	42313	0	2	10	51	F	F	F	F	100	F	F	T	F
48	4	10	223	2	23	37	1	42363	0	4	4	41	F	F	F	T	220	T	F	F	F
36	0	0	0	0	46	26	1	53288	0	5	8	33	F	F	T	F	100	F	T	F	F
12	2	9	59	1	39	7	0	53279	0	6	8	41	F	F	T	F	60	F	F	F	F
0	2	0	0	0	73	-2	1	37086	0	4	11	5	F	F	F	F	160	F	F	F	F
24	1	8	189	1	35	11	0	47875	0	2	11	24	F	T	F	F	30	F	F	F	F
0	0	0	0	0	43	-4	2	48091	0	5	11	34	F	F	F	F	200	F	F	F	F
48	0	0	0	0	33	36	1	48325	0	1	10	16	F	F	F	F	100	F	F	F	F
36	2	10	149	1	29	34	0	48343	0	3	8	9	F	T	F	F	60	F	F	F	F
36	0	0	0	0	29	34	0	48427	0	1	9	10	F	F	F	F	0	F	F	T	F
36	19	24	592	17	22	25	0	48618	0	6	10	31	F	F	T	F	570	F	F	F	F
36	4	12	224	2	31	23	1	48684	0	1	9	2	F	F	F	F	220	F	F	F	F
0	0	0	0	0	37	-6	0	48743	0	3	11	24	F	F	F	F	0	F	F	F	F
12	0	0	0	0	40	5	3	48768	0	4	11	27	F	F	T	F	300	F	F	F	F
0	1	0	0	0	39	-2	0	48977	0	6	9	43	F	F	F	F	30	F	F	F	F
0	0	0	0	0	49	-1	4	48986	0	1	8	10	F	T	F	F	400	F	F	F	F
24	0	0	0	0	47	14	3	49270	0	5	10	40	F	F	T	F	300	F	F	F	F
24	1	9	69	1	54	11	2	53393	0	2	9	33	F	F	F	F	230	F	F	F	F
36	0	0	0	0	20	27	4	53444	0	1	10	18	F	T	F	F	400	F	F	F	T
24	0	0	0	0	52	22	0	64504	0	2	10	40	F	F	F	F	0	F	F	F	F
24	0	0	0	0	39	13	3	64858	0	3	10	9	F	F	F	F	300	F	F	F	T
48	0	0	0	0	31	40	0	64679	0	4	9	30	T	F	F	T	0	F	F	F	F
0	0	0	0	0	40	-6	1	64882	0	6	10	44	T	T	F	F	100	T	F	F	F
36	0	0	0	0	47	33	0	64886	0	6	9	9	F	F	F	F	0	F	F	F	F
12	2	8	60	1	38	7	1	64965	0	1	8	28	F	T	F	F	160	F	F	F	F
24	0	0	0	0	34	22	2	65002	0	6	11	39	F	F	F	F	200	F	T	F	F
0	1	0	0	0	54	-2	7	65118	0	4	0	14	F	F	F	F	730	F	F	F	F
0	0	0	0	0	49	-3	0	65104	0	2	9	27	F	F	F	F	0	F	F	F	F
0	1	0	0	0	31	-5	0	65281	0	6	0	4	F	T	F	F	30	F	F	F	F
0	0	0	0	0	44	-3	0	65370	0	5	11	17	T	F	F	F	0	F	F	F	F
24	0	0	0	0	53	17	0	65385	0	5	0	47	F	F	F	F	0	F	F	F	F
48	3	9	59	1	60	38	5	65449	0	5	10	19	F	T	F	F	590	F	F	F	F
0	4	0	0	0	59	-6	0	65603	0	5	11	4	T	F	F	T	120	F	T	T	F
36	0	0	0	0	56	32	0	65545	0	6	8	4	F	F	F	F	0	F	F	F	F
36	0	0	0	0	48	33	0	65795	0	6	0	22	F	T	F	F	0	F	F	F	F
24	3	9	349	1	53	12	2	65858	0	3	9	20	F	F	F	F	290	F	F	F	F
24	3	12	208	2	40	13	0	65942	0	5	11	7	F	F	F	F	90	F	F	F	F
12	0	0	0	0	19	6	0	65976	0	4	11	35	F	F	F	F	0	F	F	F	F
0	0	0	0	0	36	-1	0	66052	0	4	10	21	F	F	F	T	0	F	F	F	T
0	2	0	0	0	37	-1	0	66156	0	1	10	47	F	F	F	T	60	F	F	F	F
24	0	0	0	0	41	18	0	65961	0	3	11	1	F	F	T	F	0	F	F	F	F
36	0	0	0	0	33	27	0	38849	0	1	11	33	T	F	F	F	0	F	F	F	F
48	0	0	0	0	36	41	1	38865	0	1	10	10	T	F	F	F	100	F	F	T	T
36	3	9	124	2	33	33	0	39160	0	5	10	49	F	T	T	F	90	F	F	F	F
0	2	0	0	0	26	-2	1	39219	0	5	10	37	T	F	F	F	160	F	F	T	F
12	0	0	0	0	51	10	3	39226	0	2	6	42	F	F	F	F	300	F	F	T	F
24	33	32	708	25	30	11	0	39419	0	5	0	21	F	T	F	F	990	F	F	F	F
12	1	11	189	1	45	5	0	39962	0	5	8	51	F	F	T	F	30	F	F	F	F
12	4	11	139	3	52	10	0	40112	0	6	10	48	F	F	F	F	120	F	F	F	F
36	4	9	159	2	33	33	0	40214	0	1	7	25	T	F	F	F	120	F	F	F	F
12	0	0	0	0	44	0	0	40228	1	6	1	32	T	F	F	T	0	F	F	F	F
48	0	0	0	0	39	38	1	40294	0	5	10	11	F	F	F	F	100	F	F	F	F
48	0	0	0	0	48	39	1	40348	0	5	9	22	T	F	F	F	100	F	F	F	F
12	3	12	179	1	60	9	3	66165	0	7	11	20	F	F	F	F	390	F	F	F	F
36	5	13	214	3	17	34	0	60975	0	2	7	40	F	F	F	F	150	F	F	F	T
24	24	23	433	16	60	20	4	61250	0	6	6	48	F	F	F	F	1120	F	F	F	F
24	0	0	0	0	40	11	3	61251	0	5	6	49	T	F	F	F	300	F	F	F	F
24	0	0	0	0	37	21	0	61106	0	1	10	19	F	F	F	F	0	F	T	F	F
24	0	0	0	0	54	15	1	61205	0	6	9	29	F	F	F	F	100	F	T	F	F
12	0	0	0	0	36	10	0	61255	0	5	6	12	F	F	F	F	0	F	F	F	T
48	25	32	668	25	42	39	0	61330	0	2	9	4	F	F	F	F	750	F	T	T	F
36	0	0	0	0	39	26	0	61360	0	3	8	46	F	F	F	F	0	F	F	F	F
0	1	0	0	0	50	-1	0	61281	0	7	7	23	F	F	T	F	30	F	F	F	T
12	0	0	0	0	57	5	0	61316	0	2	8	43	F	F	F	F	0	F	F	F	T
24	47	32	447	25	30	15	0	61399	0	2	0	7	F	F	F	F	1410	F	F	F	F
36	2	12	69	1	52	29	1	61448	0	7	0	36	F	F	F	F	160	F	F	F	F
12	0	0	0	0	71	5	4	61451	0	7	9	2	F	F	F	F	400	F	F	T	F
36	1	9	219	1	28	27	1	61308	0	1	9	7	F	F	F	T	130	F	F	F	F
24	1	11	239	1	36	17	0	61374	0	2	9	44	F	F	F	F	30	F	F	F	F
